Kode,Nama,Kota
74.11.01,TIRAWUTA,KAB. KOLAKA TIMUR
74.11.02,LOEA,KAB. KOLAKA TIMUR
74.11.03,LADONGI,KAB. KOLAKA TIMUR
74.11.04,POLI POLIA,KAB. KOLAKA TIMUR
74.11.05,LAMBANDIA,KAB. KOLAKA TIMUR
74.11.06,LALOLAE,KAB. KOLAKA TIMUR
74.11.07,MOWEWE,KAB. KOLAKA TIMUR
74.11.08,ULUIWOI,KAB. KOLAKA TIMUR
74.11.09,TINONDO,KAB. KOLAKA TIMUR
74.11.10,AERE,KAB. KOLAKA TIMUR
74.11.11,UEESI,KAB. KOLAKA TIMUR
74.11.12,DANGIA,KAB. KOLAKA TIMUR
74.12.01,WAWONII BARAT,KAB. KONAWE KEPULAUAN
74.12.02,WAWONII UTARA,KAB. KONAWE KEPULAUAN
74.12.03,WAWONII TIMUR LAUT,KAB. KONAWE KEPULAUAN
74.12.04,WAWONII TIMUR,KAB. KONAWE KEPULAUAN
74.12.05,WAWONII TENGGARA,KAB. KONAWE KEPULAUAN
74.12.06,WAWONII SELATAN,KAB. KONAWE KEPULAUAN
74.12.07,WAWONII TENGAH,KAB. KONAWE KEPULAUAN
74.13.01,SAWERIGADI,KAB. MUNA BARAT
74.13.02,BARANGKA,KAB. MUNA BARAT
74.13.03,LAWA,KAB. MUNA BARAT
74.13.04,WADAGA,KAB. MUNA BARAT
74.13.05,TIWORO SELATAN,KAB. MUNA BARAT
74.13.06,MAGINTI,KAB. MUNA BARAT
74.13.07,TIWORO TENGAH,KAB. MUNA BARAT
74.13.08,TIWORO UTARA,KAB. MUNA BARAT
74.13.09,TIWORO KEPULAUAN,KAB. MUNA BARAT
74.13.10,KUSAMBI,KAB. MUNA BARAT
74.13.11,NAPANO KUSAMBI,KAB. MUNA BARAT
74.14.01,LAKUDO,KAB. BUTON TENGAH
74.14.02,MAWASANGKA TIMUR,KAB. BUTON TENGAH
74.14.03,MAWASANGKA TENGAH,KAB. BUTON TENGAH
74.14.04,MAWASANGKA,KAB. BUTON TENGAH
74.14.05,TALAGA RAYA,KAB. BUTON TENGAH
74.14.06,GU,KAB. BUTON TENGAH
74.14.07,SANGIA WAMBULU,KAB. BUTON TENGAH
74.15.01,BATAUGA,KAB. BUTON SELATAN
74.15.02,SAMPOLAWA,KAB. BUTON SELATAN
74.15.03,LAPANDEWA,KAB. BUTON SELATAN
74.15.04,BATU ATAS,KAB. BUTON SELATAN
74.15.05,SIOMPU BARAT,KAB. BUTON SELATAN
74.15.06,SIOMPU,KAB. BUTON SELATAN
74.15.07,KADATUA,KAB. BUTON SELATAN
74.71.01,MANDONGA,KOTA KENDARI
74.71.02,KENDARI,KOTA KENDARI
74.71.03,BARUGA,KOTA KENDARI
74.71.04,POASIA,KOTA KENDARI
74.71.05,KENDARI BARAT,KOTA KENDARI
74.71.06,ABELI,KOTA KENDARI
74.71.07,WUA-WUA,KOTA KENDARI
74.71.08,KADIA,KOTA KENDARI
74.71.09,PUUWATU,KOTA KENDARI
74.71.10,KAMBU,KOTA KENDARI
74.71.11,NAMBO,KOTA KENDARI
74.72.01,BETOAMBARI,KOTA BAU BAU
74.72.02,WOLIO,KOTA BAU BAU
74.72.03,SORAWOLIO,KOTA BAU BAU
74.72.04,BUNGI,KOTA BAU BAU
74.72.05,KOKALUKUNA,KOTA BAU BAU
74.72.06,MURHUM,KOTA BAU BAU
74.72.07,LEA-LEA,KOTA BAU BAU
74.72.08,BATUPOARO,KOTA BAU BAU
75.01.01,LIMBOTO,KAB. GORONTALO
75.01.02,TELAGA,KAB. GORONTALO
75.01.03,BATUDAA,KAB. GORONTALO
75.01.04,TIBAWA,KAB. GORONTALO
75.01.05,BATUDAA PANTAI,KAB. GORONTALO
75.01.09,BOLIYOHUTO,KAB. GORONTALO
75.01.10,TELAGA BIRU,KAB. GORONTALO
75.01.11,BONGOMEME,KAB. GORONTALO
75.01.13,TOLANGOHULA,KAB. GORONTALO
75.01.14,MOOTILANGO,KAB. GORONTALO
75.01.16,PULUBALA,KAB. GORONTALO
75.01.17,LIMBOTO BARAT,KAB. GORONTALO
75.01.18,TILANGO,KAB. GORONTALO
75.01.19,TABONGO,KAB. GORONTALO
75.01.20,BILUHU,KAB. GORONTALO
75.01.21,ASPARAGA,KAB. GORONTALO
75.01.22,TALAGA JAYA,KAB. GORONTALO
75.01.23,BILATO,KAB. GORONTALO
75.01.24,DUNGALIYO,KAB. GORONTALO
75.02.01,PAGUYAMAN,KAB. BOALEMO
75.02.02,WONOSARI,KAB. BOALEMO
75.02.03,DULUPI,KAB. BOALEMO
75.02.04,TILAMUTA,KAB. BOALEMO
75.02.05,MANANGGU,KAB. BOALEMO
75.02.06,BOTUMOITO,KAB. BOALEMO
75.02.07,PAGUYAMAN PANTAI,KAB. BOALEMO
75.03.01,TAPA,KAB. BONE BOLANGO
75.03.02,KABILA,KAB. BONE BOLANGO
75.03.03,SUWAWA,KAB. BONE BOLANGO
75.03.04,BONEPANTAI,KAB. BONE BOLANGO
75.03.05,BULANGO UTARA,KAB. BONE BOLANGO
75.03.06,TILONGKABILA,KAB. BONE BOLANGO
75.03.07,BOTUPINGGE,KAB. BONE BOLANGO
75.03.08,KABILA BONE,KAB. BONE BOLANGO
75.03.09,BONE,KAB. BONE BOLANGO
75.03.10,BONE RAYA,KAB. BONE BOLANGO
75.03.11,SUWAWA TIMUR,KAB. BONE BOLANGO
75.03.12,SUWAWA SELATAN,KAB. BONE BOLANGO
75.03.13,SUWAWA TENGAH,KAB. BONE BOLANGO
75.03.14,BULANGO ULU,KAB. BONE BOLANGO
75.03.15,BULANGO SELATAN,KAB. BONE BOLANGO
75.03.16,BULANGO TIMUR,KAB. BONE BOLANGO
75.03.17,BULAWA,KAB. BONE BOLANGO
75.03.18,PINOGU,KAB. BONE BOLANGO
75.04.01,POPAYATO,KAB. POHUWATO
75.04.02,LEMITO,KAB. POHUWATO
75.04.03,RANDANGAN,KAB. POHUWATO
75.04.04,MARISA,KAB. POHUWATO
75.04.05,PAGUAT,KAB. POHUWATO
75.04.06,PATILANGGIO,KAB. POHUWATO
75.04.07,TALUDITI,KAB. POHUWATO
75.04.08,DENGILO,KAB. POHUWATO
75.04.09,BUNTULIA,KAB. POHUWATO
75.04.10,DUHIADAA,KAB. POHUWATO
75.04.11,WANGGARASI,KAB. POHUWATO
75.04.12,POPAYATO TIMUR,KAB. POHUWATO
75.04.13,POPAYATO BARAT,KAB. POHUWATO
75.05.01,ATINGGOLA,KAB. GORONTALO UTARA
75.05.02,KWANDANG,KAB. GORONTALO UTARA
75.05.03,ANGGREK,KAB. GORONTALO UTARA
75.05.04,SUMALATA,KAB. GORONTALO UTARA
75.05.05,TOLINGGULA,KAB. GORONTALO UTARA
75.05.06,GENTUMA RAYA,KAB. GORONTALO UTARA
75.05.07,TOMOLITO,KAB. GORONTALO UTARA
75.05.08,PONELO KEPULAUAN,KAB. GORONTALO UTARA
75.05.09,MONANO,KAB. GORONTALO UTARA
75.05.10,BIAU,KAB. GORONTALO UTARA
75.05.11,SUMALATA TIMUR,KAB. GORONTALO UTARA
75.71.01,KOTA BARAT,KOTA GORONTALO
75.71.02,KOTA SELATAN,KOTA GORONTALO
75.71.03,KOTA UTARA,KOTA GORONTALO
75.71.04,DUNGINGI,KOTA GORONTALO
75.71.05,KOTA TIMUR,KOTA GORONTALO
75.71.06,KOTA TENGAH,KOTA GORONTALO
75.71.07,SIPATANA,KOTA GORONTALO
75.71.08,DUMBO RAYA,KOTA GORONTALO
75.71.09,HULONTHALANGI,KOTA GORONTALO
76.01.01,BAMBALAMOTU,KAB. PASANGKAYU
76.01.02,PASANGKAYU,KAB. PASANGKAYU
76.01.03,BARAS,KAB. PASANGKAYU
76.01.04,SARUDU,KAB. PASANGKAYU
76.01.05,DAPURANG,KAB. PASANGKAYU
76.01.06,DURIPOKU,KAB. PASANGKAYU
76.01.07,BULU TABA,KAB. PASANGKAYU
76.01.08,TIKKE RAYA,KAB. PASANGKAYU
76.01.09,PEDONGGA,KAB. PASANGKAYU
76.01.10,BAMBAIRA,KAB. PASANGKAYU
76.01.11,SARJO,KAB. PASANGKAYU
76.01.12,LARIANG,KAB. PASANGKAYU
76.02.01,MAMUJU,KAB. MAMUJU
76.02.02,TAPALANG,KAB. MAMUJU
76.02.03,KALUKKU,KAB. MAMUJU
76.02.04,KALUMPANG,KAB. MAMUJU
76.02.07,PAPALANG,KAB. MAMUJU
76.02.08,SAMPAGA,KAB. MAMUJU
76.02.11,TOMMO,KAB. MAMUJU
76.02.12,SIMBORO DAN KEPULAUAN,KAB. MAMUJU
76.02.13,TAPALANG BARAT,KAB. MAMUJU
76.02.15,BONEHAU,KAB. MAMUJU
76.02.16,KEP. BALA BALAKANG,KAB. MAMUJU
76.03.01,MAMBI,KAB. MAMASA
76.03.02,ARALLE,KAB. MAMASA
76.03.03,MAMASA,KAB. MAMASA
76.03.04,PANA,KAB. MAMASA
76.03.05,TABULAHAN,KAB. MAMASA
76.03.06,SUMARORONG,KAB. MAMASA
76.03.07,MESSAWA,KAB. MAMASA
76.03.08,SESENAPADANG,KAB. MAMASA
76.03.09,TANDUK KALUA,KAB. MAMASA
76.03.10,TABANG,KAB. MAMASA
76.03.11,BAMBANG,KAB. MAMASA
76.03.12,BALLA,KAB. MAMASA
76.03.13,NOSU,KAB. MAMASA
76.03.14,TAWALIAN,KAB. MAMASA
76.03.15,RANTEBULAHAN TIMUR,KAB. MAMASA
76.03.16,BUNTUMALANGKA,KAB. MAMASA
76.03.17,MEHALAAN,KAB. MAMASA
76.04.01,TINAMBUNG,KAB. POLEWALI MANDAR
76.04.02,CAMPALAGIAN,KAB. POLEWALI MANDAR
76.04.03,WONOMULYO,KAB. POLEWALI MANDAR
76.04.04,POLEWALI,KAB. POLEWALI MANDAR
76.04.05,TUTAR,KAB. POLEWALI MANDAR
76.04.06,BINUANG,KAB. POLEWALI MANDAR
76.04.07,TAPANGO,KAB. POLEWALI MANDAR
76.04.08,MAPILLI,KAB. POLEWALI MANDAR
76.04.09,MATANGNGA,KAB. POLEWALI MANDAR
76.04.10,LUYO,KAB. POLEWALI MANDAR
76.04.11,LIMBORO,KAB. POLEWALI MANDAR
76.04.12,BALANIPA,KAB. POLEWALI MANDAR
76.04.13,ANREAPI,KAB. POLEWALI MANDAR
76.04.14,MATAKALI,KAB. POLEWALI MANDAR
76.04.15,ALLU,KAB. POLEWALI MANDAR
76.04.16,BULO,KAB. POLEWALI MANDAR
76.05.01,BANGGAE,KAB. MAJENE
76.05.02,PAMBOANG,KAB. MAJENE
76.05.03,SENDANA,KAB. MAJENE
76.05.04,MALUNDA,KAB. MAJENE
76.05.05,ULUMUNDA,KAB. MAJENE
76.05.06,TAMMERODO SENDANA,KAB. MAJENE
76.05.07,TUBO SENDANA,KAB. MAJENE
76.05.08,BANGGAE TIMUR,KAB. MAJENE
76.06.01,TOBADAK,KAB. MAMUJU TENGAH
76.06.02,PANGALE,KAB. MAMUJU TENGAH
76.06.03,BUDONG-BUDONG,KAB. MAMUJU TENGAH
76.06.04,TOPOYO,KAB. MAMUJU TENGAH
76.06.05,KAROSSA,KAB. MAMUJU TENGAH
81.01.01,AMAHAI,KAB. MALUKU TENGAH
81.01.02,TEON NILA SERUA,KAB. MALUKU TENGAH
81.01.06,SERAM UTARA,KAB. MALUKU TENGAH
81.01.09,BANDA,KAB. MALUKU TENGAH
81.01.11,TEHORU,KAB. MALUKU TENGAH
81.01.12,SAPARUA,KAB. MALUKU TENGAH
81.01.13,PULAU HARUKU,KAB. MALUKU TENGAH
81.01.14,SALAHUTU,KAB. MALUKU TENGAH
81.01.15,LEIHITU,KAB. MALUKU TENGAH
81.01.16,NUSA LAUT,KAB. MALUKU TENGAH
81.01.17,KOTA MASOHI,KAB. MALUKU TENGAH
81.01.20,SERAM UTARA BARAT,KAB. MALUKU TENGAH
81.01.21,TELUK ELPAPUTIH,KAB. MALUKU TENGAH
81.01.22,LEIHITU BARAT,KAB. MALUKU TENGAH
81.01.23,TELUTIH,KAB. MALUKU TENGAH
81.01.24,SERAM UTARA TIMUR SETI,KAB. MALUKU TENGAH
81.01.25,SERAM UTARA TIMUR KOBI,KAB. MALUKU TENGAH
81.01.26,SAPARUA TIMUR,KAB. MALUKU TENGAH
81.02.01,KEI KECIL,KAB. MALUKU TENGGARA
81.02.03,KEI BESAR,KAB. MALUKU TENGGARA
81.02.04,KEI BESAR SELATAN,KAB. MALUKU TENGGARA
81.02.05,KEI BESAR UTARA TIMUR,KAB. MALUKU TENGGARA
81.02.13,KEI KECIL TIMUR,KAB. MALUKU TENGGARA
81.02.14,KEI KECIL BARAT,KAB. MALUKU TENGGARA
81.02.15,MANYEUW,KAB. MALUKU TENGGARA
81.02.16,HOAT SORBAY,KAB. MALUKU TENGGARA
81.02.17,KEI BESAR UTARA BARAT,KAB. MALUKU TENGGARA
81.02.18,KEI BESAR SELATAN BARAT,KAB. MALUKU TENGGARA
81.02.19,KEI KECIL TIMUR SELATAN,KAB. MALUKU TENGGARA
81.03.01,TANIMBAR SELATAN,KAB. KEPULAUAN TANIMBAR
81.03.02,SELARU,KAB. KEPULAUAN TANIMBAR
81.03.03,WER TAMRIAN,KAB. KEPULAUAN TANIMBAR
81.03.04,WER MAKTIAN,KAB. KEPULAUAN TANIMBAR
81.03.05,TANIMBAR UTARA,KAB. KEPULAUAN TANIMBAR
81.03.06,YARU,KAB. KEPULAUAN TANIMBAR
81.03.07,WUAR LABOBAR,KAB. KEPULAUAN TANIMBAR
81.03.08,KORMOMOLIN,KAB. KEPULAUAN TANIMBAR
81.03.09,NIRUNMAS,KAB. KEPULAUAN TANIMBAR
81.03.18,MOLU MARU,KAB. KEPULAUAN TANIMBAR
81.04.01,NAMLEA,KAB. BURU
81.04.02,AIR BUAYA,KAB. BURU
81.04.03,WAEAPO,KAB. BURU
81.04.06,WAPLAU,KAB. BURU
81.04.10,BATABUAL,KAB. BURU
81.04.11,LOLONG GUBA,KAB. BURU
81.04.12,WAELATA,KAB. BURU
81.04.13,FENA LEISELA,KAB. BURU
81.04.14,TELUK KAIELY,KAB. BURU
81.04.15,LILIALY,KAB. BURU
81.05.01,BULA,KAB. SERAM BAGIAN TIMUR
81.05.02,SERAM TIMUR,KAB. SERAM BAGIAN TIMUR
81.05.03,WERINAMA,KAB. SERAM BAGIAN TIMUR
81.05.04,PULAU GOROM,KAB. SERAM BAGIAN TIMUR
81.05.05,WAKATE,KAB. SERAM BAGIAN TIMUR
81.05.06,TUTUK TOLU,KAB. SERAM BAGIAN TIMUR
81.05.07,SIWALALAT,KAB. SERAM BAGIAN TIMUR
81.05.08,KILMURY,KAB. SERAM BAGIAN TIMUR
81.05.09,PULAU PANJANG,KAB. SERAM BAGIAN TIMUR
81.05.10,TEOR,KAB. SERAM BAGIAN TIMUR
81.05.11,GOROM TIMUR,KAB. SERAM BAGIAN TIMUR
81.05.12,BULA BARAT,KAB. SERAM BAGIAN TIMUR
81.05.13,KIAN DARAT,KAB. SERAM BAGIAN TIMUR
81.05.14,SIRITAUN WIDA TIMUR,KAB. SERAM BAGIAN TIMUR
81.05.15,TELUK WARU,KAB. SERAM BAGIAN TIMUR
81.06.01,KAIRATU,KAB. SERAM BAGIAN BARAT
81.06.02,SERAM BARAT,KAB. SERAM BAGIAN BARAT
81.06.03,TANIWEL,KAB. SERAM BAGIAN BARAT
81.06.04,HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT
81.06.05,AMALATU,KAB. SERAM BAGIAN BARAT
81.06.06,INAMOSOL,KAB. SERAM BAGIAN BARAT
81.06.07,KAIRATU BARAT,KAB. SERAM BAGIAN BARAT
81.06.08,HUAMUAL,KAB. SERAM BAGIAN BARAT
81.06.09,KEPULAUAN MANIPA,KAB. SERAM BAGIAN BARAT
81.06.10,TANIWEL TIMUR,KAB. SERAM BAGIAN BARAT
81.06.11,ELPAPUTIH,KAB. SERAM BAGIAN BARAT
81.07.01,PULAU-PULAU ARU,KAB. KEPULAUAN ARU
81.07.02,ARU SELATAN,KAB. KEPULAUAN ARU
81.07.03,ARU TENGAH,KAB. KEPULAUAN ARU
81.07.04,ARU UTARA,KAB. KEPULAUAN ARU
81.07.05,ARU UTARA TIMUR BATULEY,KAB. KEPULAUAN ARU
81.07.06,SIR-SIR,KAB. KEPULAUAN ARU
81.07.07,ARU TENGAH TIMUR,KAB. KEPULAUAN ARU
81.07.08,ARU TENGAH SELATAN,KAB. KEPULAUAN ARU
81.07.09,ARU SELATAN TIMUR,KAB. KEPULAUAN ARU
81.07.10,ARU SELATAN UTARA,KAB. KEPULAUAN ARU
81.08.01,MOA LAKOR,KAB. MALUKU BARAT DAYA
81.08.02,DAMER,KAB. MALUKU BARAT DAYA
81.08.03,MNDONA HIERA,KAB. MALUKU BARAT DAYA
81.08.04,PULAU-PULAU BABAR,KAB. MALUKU BARAT DAYA
81.08.05,PULAU-PULAU BABAR TIMUR,KAB. MALUKU BARAT DAYA
81.08.06,WETAR,KAB. MALUKU BARAT DAYA
81.08.07,PULAU-PULAU TERSELATAN,KAB. MALUKU BARAT DAYA
81.08.08,PULAU LETI,KAB. MALUKU BARAT DAYA
81.08.09,PULAU MASELA,KAB. MALUKU BARAT DAYA
81.08.10,DAWELOR DAWERA,KAB. MALUKU BARAT DAYA
81.08.11,PULAU WETANG,KAB. MALUKU BARAT DAYA
81.08.12,PULAU LAKOR,KAB. MALUKU BARAT DAYA
81.08.13,WETAR UTARA,KAB. MALUKU BARAT DAYA
81.08.14,WETAR BARAT,KAB. MALUKU BARAT DAYA
81.08.15,WETAR TIMUR,KAB. MALUKU BARAT DAYA
81.08.16,KEPULAUAN ROMANG,KAB. MALUKU BARAT DAYA
81.08.17,KISAR UTARA,KAB. MALUKU BARAT DAYA
81.09.01,NAMROLE,KAB. BURU SELATAN
81.09.02,WAESAMA,KAB. BURU SELATAN
81.09.03,AMBALAU,KAB. BURU SELATAN
81.09.04,KEPALA MADAN,KAB. BURU SELATAN
81.09.05,LEKSULA,KAB. BURU SELATAN
81.09.06,FENA FAFAN,KAB. BURU SELATAN
81.71.01,NUSANIWE,KOTA AMBON
81.71.02,SIRIMAU,KOTA AMBON
81.71.03,BAGUALA,KOTA AMBON
81.71.04,TELUK AMBON,KOTA AMBON
81.71.05,LEITIMUR SELATAN,KOTA AMBON
81.72.01,PULAU DULLAH UTARA,KOTA TUAL
81.72.02,PULAU DULLAH SELATAN,KOTA TUAL
81.72.03,TAYANDO TAM,KOTA TUAL
81.72.04,PULAU-PULAU KUR,KOTA TUAL
81.72.05,KUR SELATAN,KOTA TUAL
82.01.01,JAILOLO,KAB. HALMAHERA BARAT
82.01.02,LOLODA,KAB. HALMAHERA BARAT
82.01.03,IBU,KAB. HALMAHERA BARAT
82.01.04,SAHU,KAB. HALMAHERA BARAT
82.01.05,JAILOLO SELATAN,KAB. HALMAHERA BARAT
82.01.07,TABARU,KAB. HALMAHERA BARAT
82.01.08,IBU SELATAN,KAB. HALMAHERA BARAT
82.01.09,SAHU TIMUR,KAB. HALMAHERA BARAT
82.01.10,LOLODA TENGAH,KAB. HALMAHERA BARAT
82.02.01,WEDA,KAB. HALMAHERA TENGAH
82.02.02,PATANI,KAB. HALMAHERA TENGAH
82.02.03,PULAU GEBE,KAB. HALMAHERA TENGAH
82.02.04,WEDA UTARA,KAB. HALMAHERA TENGAH
82.02.05,WEDA SELATAN,KAB. HALMAHERA TENGAH
82.02.06,PATANI UTARA,KAB. HALMAHERA TENGAH
82.02.07,WEDA TENGAH,KAB. HALMAHERA TENGAH
82.02.08,PATANI BARAT,KAB. HALMAHERA TENGAH
82.02.09,WEDA TIMUR,KAB. HALMAHERA TENGAH
82.02.10,PATANI TIMUR,KAB. HALMAHERA TENGAH
82.03.04,GALELA,KAB. HALMAHERA UTARA
82.03.05,TOBELO,KAB. HALMAHERA UTARA
82.03.06,TOBELO SELATAN,KAB. HALMAHERA UTARA
82.03.07,KAO,KAB. HALMAHERA UTARA
82.03.08,MALIFUT,KAB. HALMAHERA UTARA
82.03.09,LOLODA UTARA,KAB. HALMAHERA UTARA
82.03.10,TOBELO UTARA,KAB. HALMAHERA UTARA
82.03.11,TOBELO TENGAH,KAB. HALMAHERA UTARA
82.03.12,TOBELO TIMUR,KAB. HALMAHERA UTARA
82.03.13,TOBELO BARAT,KAB. HALMAHERA UTARA
82.03.14,GALELA BARAT,KAB. HALMAHERA UTARA
82.03.15,GALELA UTARA,KAB. HALMAHERA UTARA
82.03.16,GALELA SELATAN,KAB. HALMAHERA UTARA
82.03.19,LOLODA KEPULAUAN,KAB. HALMAHERA UTARA
82.03.20,KAO UTARA,KAB. HALMAHERA UTARA
82.03.21,KAO BARAT,KAB. HALMAHERA UTARA
82.03.22,KAO TELUK,KAB. HALMAHERA UTARA
82.04.01,PULAU MAKIAN,KAB. HALMAHERA SELATAN
82.04.02,KAYOA,KAB. HALMAHERA SELATAN
82.04.03,GANE TIMUR,KAB. HALMAHERA SELATAN
82.04.04,GANE BARAT,KAB. HALMAHERA SELATAN
82.04.05,OBI SELATAN,KAB. HALMAHERA SELATAN
82.04.06,OBI,KAB. HALMAHERA SELATAN
82.04.07,BACAN TIMUR,KAB. HALMAHERA SELATAN
82.04.08,BACAN,KAB. HALMAHERA SELATAN
82.04.09,BACAN BARAT,KAB. HALMAHERA SELATAN
82.04.10,MAKIAN BARAT,KAB. HALMAHERA SELATAN
82.04.11,KAYOA BARAT,KAB. HALMAHERA SELATAN
82.04.12,KAYOA SELATAN,KAB. HALMAHERA SELATAN
82.04.13,KAYOA UTARA,KAB. HALMAHERA SELATAN
82.04.14,BACAN BARAT UTARA,KAB. HALMAHERA SELATAN
82.04.15,KASIRUTA BARAT,KAB. HALMAHERA SELATAN
82.04.16,KASIRUTA TIMUR,KAB. HALMAHERA SELATAN
82.04.17,BACAN SELATAN,KAB. HALMAHERA SELATAN
82.04.18,KEPULAUAN BOTANGLOMANG,KAB. HALMAHERA SELATAN
82.04.19,MANDIOLI SELATAN,KAB. HALMAHERA SELATAN
82.04.20,MANDIOLI UTARA,KAB. HALMAHERA SELATAN
82.04.21,BACAN TIMUR SELATAN,KAB. HALMAHERA SELATAN
82.04.22,BACAN TIMUR TENGAH,KAB. HALMAHERA SELATAN
82.04.23,GANE BARAT SELATAN,KAB. HALMAHERA SELATAN
82.04.24,GANE BARAT UTARA,KAB. HALMAHERA SELATAN
82.04.25,KEPULAUAN JORONGA,KAB. HALMAHERA SELATAN
82.04.26,GANE TIMUR SELATAN,KAB. HALMAHERA SELATAN
82.04.27,GANE TIMUR TENGAH,KAB. HALMAHERA SELATAN
82.04.28,OBI BARAT,KAB. HALMAHERA SELATAN
82.04.29,OBI TIMUR,KAB. HALMAHERA SELATAN
82.04.30,OBI UTARA,KAB. HALMAHERA SELATAN
82.05.01,MANGOLI TIMUR,KAB. KEPULAUAN SULA
82.05.02,SANANA,KAB. KEPULAUAN SULA
82.05.03,SULABESI BARAT,KAB. KEPULAUAN SULA
82.05.06,MANGOLI BARAT,KAB. KEPULAUAN SULA
82.05.07,SULABESI TENGAH,KAB. KEPULAUAN SULA
82.05.08,SULABESI TIMUR,KAB. KEPULAUAN SULA
82.05.09,SULABESI SELATAN,KAB. KEPULAUAN SULA
82.05.10,MANGOLI UTARA TIMUR,KAB. KEPULAUAN SULA
82.05.11,MANGOLI TENGAH,KAB. KEPULAUAN SULA
82.05.12,MANGOLI SELATAN,KAB. KEPULAUAN SULA
82.05.13,MANGOLI UTARA,KAB. KEPULAUAN SULA
82.05.18,SANANA UTARA,KAB. KEPULAUAN SULA
82.06.01,WASILE,KAB. HALMAHERA TIMUR
82.06.02,MABA,KAB. HALMAHERA TIMUR
82.06.03,MABA SELATAN,KAB. HALMAHERA TIMUR
82.06.04,WASILE SELATAN,KAB. HALMAHERA TIMUR
82.06.05,WASILE TENGAH,KAB. HALMAHERA TIMUR
82.06.06,WASILE UTARA,KAB. HALMAHERA TIMUR
82.06.07,WASILE TIMUR,KAB. HALMAHERA TIMUR
82.06.08,MABA TENGAH,KAB. HALMAHERA TIMUR
82.06.09,MABA UTARA,KAB. HALMAHERA TIMUR
82.06.10,KOTA MABA,KAB. HALMAHERA TIMUR
82.07.01,MOROTAI SELATAN,KAB. PULAU MOROTAI
82.07.02,MOROTAI SELATAN BARAT,KAB. PULAU MOROTAI
82.07.03,MOROTAI JAYA,KAB. PULAU MOROTAI
82.07.04,MOROTAI UTARA,KAB. PULAU MOROTAI
82.07.05,MOROTAI TIMUR,KAB. PULAU MOROTAI
82.07.06,PULAU RAO,KAB. PULAU MOROTAI
82.08.01,TALIABU BARAT,KAB. PULAU TALIABU
82.08.02,TALIABU BARAT LAUT,KAB. PULAU TALIABU
82.08.03,LEDE,KAB. PULAU TALIABU
82.08.04,TALIABU UTARA,KAB. PULAU TALIABU
82.08.05,TALIABU TIMUR,KAB. PULAU TALIABU
82.08.06,TALIABU TIMUR SELATAN,KAB. PULAU TALIABU
82.08.07,TALIABU SELATAN,KAB. PULAU TALIABU
82.08.08,TABONA,KAB. PULAU TALIABU
82.71.01,PULAU TERNATE,KOTA TERNATE
82.71.02,KOTA TERNATE SELATAN,KOTA TERNATE
82.71.03,KOTA TERNATE UTARA,KOTA TERNATE
82.71.04,MOTI,KOTA TERNATE
82.71.05,PULAU BATANG DUA,KOTA TERNATE
82.71.06,KOTA TERNATE TENGAH,KOTA TERNATE
82.71.07,PULAU HIRI,KOTA TERNATE
82.71.08,TERNATE BARAT,KOTA TERNATE
82.72.01,TIDORE,KOTA TIDORE KEPULAUAN
82.72.02,OBA UTARA,KOTA TIDORE KEPULAUAN
82.72.03,OBA,KOTA TIDORE KEPULAUAN
82.72.04,TIDORE SELATAN,KOTA TIDORE KEPULAUAN
82.72.05,TIDORE UTARA,KOTA TIDORE KEPULAUAN
82.72.06,OBA TENGAH,KOTA TIDORE KEPULAUAN
82.72.07,OBA SELATAN,KOTA TIDORE KEPULAUAN
82.72.08,TIDORE TIMUR,KOTA TIDORE KEPULAUAN
91.03.01,SENTANI,KAB. JAYAPURA
91.03.02,SENTANI TIMUR,KAB. JAYAPURA
91.03.03,DEPAPRE,KAB. JAYAPURA
91.03.04,SENTANI BARAT,KAB. JAYAPURA
91.03.05,KEMTUK,KAB. JAYAPURA
91.03.06,KEMTUK GRESI,KAB. JAYAPURA
91.03.07,NIMBORAN,KAB. JAYAPURA
91.03.08,NIMBOKRANG,KAB. JAYAPURA
91.03.09,UNURUM GUAY,KAB. JAYAPURA
91.03.10,DEMTA,KAB. JAYAPURA
91.03.11,KAUREH,KAB. JAYAPURA
91.03.12,EBUNGFAO,KAB. JAYAPURA
91.03.13,WAIBU,KAB. JAYAPURA
91.03.14,NAMBLUONG,KAB. JAYAPURA
91.03.15,YAPSI,KAB. JAYAPURA
91.03.16,AIRU,KAB. JAYAPURA
91.03.17,RAVENI RARA,KAB. JAYAPURA
91.03.18,GRESI SELATAN,KAB. JAYAPURA
91.03.19,YOKARI,KAB. JAYAPURA
91.05.01,YAPEN SELATAN,KAB. KEPULAUAN YAPEN
91.05.02,YAPEN BARAT,KAB. KEPULAUAN YAPEN
91.05.03,YAPEN TIMUR,KAB. KEPULAUAN YAPEN
91.05.04,ANGKAISERA,KAB. KEPULAUAN YAPEN
91.05.05,POOM,KAB. KEPULAUAN YAPEN
91.05.06,KOSIWO,KAB. KEPULAUAN YAPEN
91.05.07,YAPEN UTARA,KAB. KEPULAUAN YAPEN
91.05.08,RAIMBAWI,KAB. KEPULAUAN YAPEN
91.05.09,TELUK AMPIMOI,KAB. KEPULAUAN YAPEN
91.05.10,KEPULAUAN AMBAI,KAB. KEPULAUAN YAPEN
